1970	1	0	0	0	0	0	1	0	0	0	0	0	0	1
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	1	0	0	0	0	1	1	0	0	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	1	0	0	0	1	1	0	1	0	0	0	0	0	0
1970	1	0	0	0	0	0	1	0	0	0	0	0	1	0
1970	1	0	1	0	1	1	0	0	1	0	0	0	0	0
1970	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	1	0	0	0	1	0
1970	0	0	0	0	1	0	1	0	0	0	0	0	1	0
1970	1	0	1	0	1	1	0	0	0	0	0	0	0	0
1970	1	0	1	0	0	1	0	0	1	0	0	0	0	1
1970	1	0	0	0	0	1	1	0	1	0	0	1	0	0
1970	1	0	0	0	1	1	1	0	0	0	0	1	0	0
1970	0	0	1	0	1	1	0	0	1	0	0	0	0	0
1970	1	0	0	0	1	1	1	0	1	0	0	0	0	0
1970	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	1	0	1	0	0	0	0	0	1	0	0	0	0	1
1970	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	1	0	0	0	0	0
1970	0	0	1	0	1	1	0	0	1	0	0	1	0	0
1970	1	0	0	0	1	0	0	1	0	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	1	0	0	0	1	0
1970	1	0	1	0	0	1	0	0	1	0	0	0	1	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	1	0	0	0	1	0
1970	1	0	1	0	1	0	0	0	1	0	0	0	0	1
1970	1	0	0	0	0	0	1	0	1	0	0	0	0	1
1970	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1970	0	0	1	0	0	0	0	0	0	0	0	1	0	0
1970	1	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	1	0	0	0	1	0	1	0	0	0	0	0	0	0
1970	1	0	0	0	1	0	1	0	1	0	0	1	0	0
1970	1	0	0	0	1	0	1	0	1	0	0	0	1	0
1970	1	0	0	0	1	0	1	0	0	0	0	0	0	0
1970	1	0	0	0	1	1	1	0	0	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1970	1	0	1	0	1	1	0	0	1	0	0	0	0	1
1970	1	0	1	0	1	1	0	0	1	0	0	0	0	1
1970	1	0	0	0	0	1	1	0	0	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	0	0	0	0	1	0
1970	1	0	1	0	1	0	0	0	1	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	1	0	0	0	0	0
1970	1	0	1	0	1	1	0	0	0	0	0	0	0	0
1970	1	0	0	0	1	0	1	0	1	0	0	0	0	0
1970	1	0	1	0	0	0	0	0	0	0	0	0	1	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	1	0	0	0	0	0
1970	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1970	1	0	0	0	1	0	1	0	0	0	0	0	1	0
1970	0	0	1	0	1	1	0	0	0	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	1	0	0	0	0	1
1970	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	1	0	0	0	0	0
1970	0	0	0	0	0	1	1	0	1	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	1	0	0	0	0	1
1970	1	0	0	0	0	1	1	0	1	0	0	0	1	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	0	0	0	1	0	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	1	0	0	1	0	0	0	1	0
1970	1	0	0	0	0	1	1	0	0	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	0	0	0	0	1	0
1970	1	0	1	0	1	0	0	0	1	0	0	1	0	0
1970	1	0	1	0	1	1	0	0	1	0	0	0	0	0
1970	0	0	0	0	1	1	1	0	1	0	0	1	0	0
1970	0	0	1	0	1	0	0	0	1	0	0	0	0	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	1	0	1	0	1	1	0	0	1	0	0	0	0	1
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	1	0	0	0	0	1
1970	1	0	1	0	1	0	0	0	0	0	0	0	1	0
1970	1	0	1	0	1	1	0	0	1	0	0	0	0	0
1970	1	0	1	0	0	0	0	0	1	0	0	0	0	0
1970	1	0	1	0	0	1	0	0	1	0	0	1	0	0
1970	1	0	0	0	1	1	1	0	1	0	0	0	0	1
1970	0	0	1	0	1	1	0	0	1	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	1	0	1	0	1	1	0	0	1	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	1	0	0	0	1	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	1	0	1	0	0	0	0	0	0	0	0	0	0	1
1970	1	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	1	0
1970	1	0	0	0	1	0	0	1	1	0	0	0	0	1
1970	1	0	0	0	0	1	1	0	1	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	1	0	0	0	0	1
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	1	0	0	0	1	0
1970	1	0	0	0	0	1	1	0	1	0	0	1	0	0
1970	1	0	0	0	1	0	1	0	1	0	0	0	0	0
1970	1	0	0	0	1	1	1	0	0	0	0	0	0	0
1970	1	0	1	0	0	1	0	0	1	0	0	0	1	0
1970	1	0	1	0	1	0	0	0	1	0	0	0	0	0
1970	1	0	0	0	1	0	1	0	0	0	0	0	1	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	1	0	0	0	1	0	1	0	1	0	0	0	0	1
1970	0	0	1	0	0	1	0	0	1	0	0	0	0	0
1970	1	0	0	0	1	0	0	0	1	0	0	0	0	1
1970	0	0	0	0	1	0	1	0	1	0	0	1	0	0
1970	1	0	0	0	1	0	1	0	0	0	0	0	0	0
1970	1	0	0	0	1	0	0	1	1	0	0	0	0	1
1970	0	0	1	0	1	1	0	0	1	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	0	0	0	1	0	0
1970	0	0	1	0	1	0	0	0	1	0	0	0	0	0
1970	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1970	1	0	0	0	1	1	1	0	1	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	0	0	0	0	1	1	1	0	1	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	0	0	0	0	0	1
1970	0	0	1	0	1	0	0	0	1	0	0	0	1	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	0	0	0	0	1	1	1	0	1	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	1	0	0	0	1	1	1	0	1	0	0	0	0	0
1970	1	0	0	0	1	0	1	0	0	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	0	0	0	0	1	0
1970	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	1	0	0	1	0	0	0	0	0
1970	0	0	0	0	0	1	1	0	1	0	0	0	0	0
1970	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1970	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	0	0	0	1	0	0
1970	0	0	1	0	1	0	0	0	0	0	0	0	1	0
1970	0	0	0	0	1	0	1	0	0	0	0	1	0	0
1970	1	0	0	0	0	1	1	0	1	0	0	1	0	0
1970	1	0	0	0	1	0	0	1	0	0	0	0	0	0
1970	1	0	1	0	1	0	0	0	0	0	0	0	0	0
1970	1	0	0	0	0	0	0	1	0	0	0	0	0	1
1970	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1970	0	0	1	0	1	0	0	0	1	0	0	0	0	0
